conversation_id,total_mensajes,motivos_no_pago,ofertas_asesor,argumentos_asesor,acuerdo_pago,fecha_compromiso,csat_declarado,score_satisfaccion,tono_cliente,tono_asesor,requiere_escalamiento,resumen_conversacion,modelo_llm
CONV_00000319,88,"['falta_liquidez', 'desempleo']",['fraccionamiento'],['evitar_reporte'],0,,,40,frustrado,neutral,False,"El cliente se comunica solicitando información sobre su crédito y manifiesta que no puede realizar el pago debido a falta de estabilidad económica. El asesor sugiere realizar abonos y menciona la cobertura de un seguro, pero la conversación finaliza sin llegar a un acuerdo de pago ni fecha de compromiso.",gemini-3.5-flash-lite
CONV_00000320,26,['consulta_o_tramite'],[],[],1,el día de hoy,,100,colaborativo,neutral,False,El cliente se comunica solicitando información sobre los canales de pago virtuales debido a la falta de tiempo para realizarlo físicamente. El asesor le proporciona el enlace de pago y el cliente confirma que realizará el pago el mismo día. Finalmente se acuerda el compromiso de pago y se aclaran dudas sobre el portal web.,gemini-3.5-flash-lite
CONV_00000321,25,['pago_ya_realizado'],[],[],0,,7.0,100,colaborativo,neutral,True,"El cliente se comunica solicitando información sobre su crédito vencido y aporta sus datos personales. Posteriormente, notifica que ya realizó el pago el 04 de agosto de 2026 y adjunta un comprobante, el cual es registrado por el asesor.",gemini-3.5-flash-lite
CONV_00000322,38,['pago_ya_realizado'],['extension_plazo'],['empatia_y_apoyo'],1,sábado 11,6.0,83,colaborativo,empatico,True,"El cliente contacta al banco indicando que ya realizó un pago, pero presenta problemas técnicos con la plataforma para validarlo. Tras verificar los datos, acuerda formalizar el compromiso de pago para el día sábado.",gemini-3.5-flash-lite
CONV_00000323,31,['pago_ya_realizado'],['extension_plazo'],['beneficio_inmediato'],1,hoy,7.0,100,colaborativo,neutral,True,El cliente contacta al asesor para confirmar el valor de su normalización aprobada e indica que pagará hoy. Realiza el pago en línea y envía el comprobante al asesor para su respectiva aplicación.,gemini-3.5-flash-lite
CONV_00000324,41,['consulta_o_tramite'],['derivacion_reclamos'],['empatia_y_apoyo'],1,mañana,,100,colaborativo,empatico,False,"El cliente se comunica solicitando mas informacion sobre su credito en mora y gestiona la posibilidad de aplicar descuento por nomina con la empresa CLINICA AVIDANTI. Finalmente, el cliente confirma un compromiso de pago para el dia siguiente y solicita el link de consignacion.",gemini-3.5-flash-lite
CONV_00000325,27,['consulta_o_tramite'],[],[],1,mañana jueves,6.0,83,colaborativo,neutral,False,"El cliente se comunica para informar que realizará el pago de su producto de tarjeta de crédito en oficina física debido a la falta de opciones virtuales. El asesor confirma los valores y las obligaciones vencidas, registrando el compromiso de pago. Finalmente, el cliente evalúa positivamente la experiencia de atención y el proceso.",gemini-3.5-flash-lite
CONV_00000326,27,"['falta_liquidez', 'disputa_saldo_o_cobro']",[],"['evitar_reporte', 'evitar_gastos']",1,mañana y próximo martes,,20,frustrado,presionador,True,"El cliente se comunica con el asesor para gestionar la mora de sus productos, indicando problemas de liquidez y un error en un pago anterior. Se registra un compromiso parcial para mañana y el próximo martes, pero el cliente rechaza una fecha propuesta por el banco y menciona un pago previo, lo que activa el escalamiento.",gemini-3.5-flash-lite
CONV_00000327,21,['falta_liquidez'],[],[],1,VIERNES,,70,colaborativo,neutral,False,El cliente solicita alternativas de pago para su crédito con 47 días de mora. Muestra interés en abonar una cuota y propone una fecha de pago para el viernes. La conversación finaliza con un mensaje automático del bot sin concretar formalmente el acuerdo.,gemini-3.5-flash-lite
CONV_00000328,26,['desconexion_o_rebote'],[],[],0,,,40,evasivo,ineficaz,False,"El cliente inicia la interacción mostrando interés, pero al ser contactado por el asesor indica que está fuera del país y conduciendo, por lo que no puede continuar la conversación. La gestión finaliza sin acuerdo ni recolección de motivos de no pago explícitos diferentes a la desconexión.",gemini-3.5-flash-lite
CONV_00000329,24,['disputa_saldo_o_cobro'],[],['evitar_reporte'],0,,,0,frustrado,ineficaz,True,"El banco se comunica con el cliente por una obligación pendiente pero no especifica la empresa o producto. El cliente manifiesta confusión e inconformidad al no saber el origen de la deuda y el asesor finaliza sin dar claridad, derivándolo a canales de atención telefónica.",gemini-3.5-flash-lite
CONV_00000330,26,['falta_liquidez'],[],"['evitar_gastos', 'beneficio_inmediato']",1,20 de PERSONA_00000108,,90,colaborativo,neutral,False,"El cliente acepta ser contactado para normalizar su deuda y se comunica con el asesor validando sus datos. Manifiesta que realizará un pago parcial en la tarde y el resto para el día 20, acordando realizarlo por medio de oficina. El resultado es un acuerdo de pago con fecha específica.",gemini-3.5-flash-lite
CONV_00000331,41,['consulta_o_tramite'],[],['evitar_gastos'],0,,,0,frustrado,ineficaz,True,"El cliente contacta para gestionar un crédito corporativo pero reporta fallas en la plataforma de pagos y falta de respuesta en la entrega de extractos. A pesar de la intención de abonar la mitad del saldo, el proceso queda inconcluso debido a la incapacidad del asesor para resolver los problemas operativos del cliente.",gemini-3.1-flash-lite
CONV_00000332,21,['falta_liquidez'],[],['evitar_reporte'],0,,,50,colaborativo,presionador,False,"El cliente se comunica interesado en conocer su saldo pendiente en mora de su crédito hipotecario. Consulta a qué meses corresponde el monto y propone una alternativa de pago parcial, pero no se concreta un acuerdo de pago con fecha específica y la conversación finaliza con mensajes automáticos y recordatorios de consecuencias por impago.",gemini-3.5-flash-lite
CONV_00000333,31,['falta_liquidez'],['derivacion_reclamos'],['evitar_gastos'],0,,,40,colaborativo,neutral,True,"Cliente persona jurídica con crédito en mora de 35 días solicita información sobre alivios financieros por retraso en el inicio de un proyecto. Tras discutir fechas de pago sin llegar a un acuerdo directo, se solicita derivar el caso a una llamada telefónica para validación de alternativas. El resultado es un escalamiento para gestión telefónica.",gemini-3.5-flash-lite
CONV_00000334,20,['consulta_o_tramite'],[],[],0,,,0,frustrado,ineficaz,True,"El cliente muestra interés inicial pero manifiesta confusión sobre el cobro realizado por el asesor. Tras un proceso de validación incompleto y largos tiempos de espera, la conversación finaliza sin acuerdo y con insatisfacción por parte del cliente.",gemini-3.5-flash-lite
CONV_00000335,20,['disputa_saldo_o_cobro'],[],[],0,,,0,neutral,neutral,True,"El cliente contacta al banco para aclarar mensajes de cobro recibidos. El asesor confirma que el cliente está al día y que los mensajes fueron enviados por error masivo, procediendo a realizar la anotación para detener las comunicaciones.",gemini-3.1-flash-lite
CONV_00000336,31,['pago_ya_realizado'],[],[],0,,0.0,0,indignado,neutral,True,"El cliente contacta al banco indicando que ya realizo el pago de su credito de vivienda por el cual lo estan requiriendo erroneamente. El asesor verifica el pago y confirma que el credito esta al dia, pero el cliente manifiesta gran molestia por las llamadas insistentes debido a pagos fuera de la fecha oportuna pero ya realizados.",gemini-3.5-flash-lite
CONV_00000337,79,"['disputa_saldo_o_cobro', 'consulta_o_tramite']",['derivacion_reclamos'],[],0,,,0,indignado,neutral,True,"Cliente se comunica por un cobro en mora de un crédito leasing debido a confusiones con el impuesto predial y falta de facturación. El asesor aclara los estados de cuenta y respuestas a PQR previas, pero persiste la disputa sobre el cobro y la falta de claridad en el proceso de pago. La conversación termina sin acuerdo de pago y con reclamos activos del cliente.",gemini-3.5-flash-lite
CONV_00000338,21,['falta_liquidez'],[],['evitar_reporte'],1,martes,7.0,100,colaborativo,neutral,False,"El cliente contacta al banco interesado en regularizar su situación, indicando que está fuera de la ciudad pero que realizará el pago el próximo martes. El asesor le informa sobre las condiciones de mora y las consecuencias de no pagar, y el cliente reitera su compromiso para el día martes.",gemini-3.5-flash-lite
CONV_00000339,22,['desconexion_o_rebote'],['refinanciacion'],['evitar_reporte'],1,mañana,,100,colaborativo,neutral,False,El cliente contacta para gestionar una negociación pendiente. Se acuerda un pago para el día siguiente y el cliente acepta las condiciones de reestructuración del crédito personal.,gemini-3.1-flash-lite
CONV_00000340,36,[],[],"['evitar_gastos', 'beneficio_inmediato']",1,hoy,6.0,83,colaborativo,neutral,False,El cliente se comunica para gestionar el pago de su tarjeta de crédito en mora. Confirma que realizará el pago el mismo día a través de PSE tras consultar la información con el asesor. El proceso finaliza con éxito y una buena calificación de satisfacción por parte del cliente.,gemini-3.5-flash-lite
CONV_00000341,24,['pago_ya_realizado'],[],[],0,,,70,colaborativo,neutral,True,"El cliente fue contactado por mora en su crédito de libranza y notificó que ya realizó el pago correspondiente en una oficina física, enviando el respectivo comprobante. El asesor confirmó la recepción del soporte para notificarlo en el sistema, cerrando la gestión exitosamente.",gemini-3.5-flash-lite
CONV_00000342,25,['disputa_saldo_o_cobro'],['derivacion_reclamos'],['empatia_y_apoyo'],0,,2.0,17,indignado,neutral,True,"El cliente contacta al banco para aclarar una discrepancia en el saldo de su crédito, manifestando indignación por un cobro total inesperado. Tras intentar gestionar el reclamo en oficina sin éxito, el asesor sugiere continuar el trámite presencialmente. La experiencia del cliente es negativa, reflejada en una baja calificación de satisfacción y dificultad en el proceso.",gemini-3.1-flash-lite
CONV_00000343,85,['desempleo'],"['fraccionamiento', 'extension_plazo']",['empatia_y_apoyo'],1,en 8 días,7.0,100,frustrado,empatico,False,Cliente presenta mora de 27 días debido a situación de desempleo. El asesor ofrece traslado de cuotas para retomar pagos en agosto. Se logra acuerdo de pago con fecha específica para la cuota de junio.,gemini-3.5-flash-lite
CONV_00000344,42,['consulta_o_tramite'],['fraccionamiento'],['empatia_y_apoyo'],1,el día de hoy,,100,colaborativo,empatico,False,"El cliente se comunica para consultar sobre la posibilidad de reajustar el valor de la cuota de su crédito. El asesor informa sobre la opción de disminuir el valor de la cuota aumentando el plazo, y el cliente confirma que realizará el pago del día y solicita continuar con el trámite por teléfono.",gemini-3.5-flash-lite
CONV_00000345,23,['pago_ya_realizado'],[],[],0,,,0,frustrado,ineficaz,True,"El cliente recibe un mensaje de cobranza del banco y manifiesta de manera reiterada que ya realizó el pago de su obligación. El asesor y el bot solicitan filtros de titularidad repetidamente sin avanzar en la validación del pago reportado, generando fricción y sin llegar a un acuerdo.",gemini-3.5-flash-lite
CONV_00000346,28,['falta_liquidez'],[],[],1,FECHA_ANONIMIZADA,,90,colaborativo,empatico,False,"Cliente con mora en crédito de vehículo presenta falta de liquidez debido a retrasos en sus pagos como independiente. Tras consultar el saldo pendiente, el cliente acepta un compromiso de pago para el día indicado mediante PSE. La conversación finaliza con la confirmación exitosa del acuerdo.",gemini-3.5-flash-lite
CONV_00000347,66,['pago_ya_realizado'],"['fraccionamiento', 'extension_plazo']","['evitar_gastos', 'empatia_y_apoyo']",1,15 de persona_00000108,,60,colaborativo,neutral,True,"El cliente se comunica para gestionar su obligación de libranza indicando que ya tiene un descuento próximo por nómina. Tras evaluar alternativas de traslado de cuotas con el asesor, se acuerda esperar el registro del pago de nómina proyectado para el día 15. El resultado final es la expectativa de aplicación del pago descontado directamente por la empresa.",gemini-3.5-flash-lite
CONV_00000348,35,['emergencia_familiar'],"['extension_plazo', 'fraccionamiento']",['empatia_y_apoyo'],0,,7.0,100,colaborativo,empatico,False,"El cliente contacta al banco para solicitar una alternativa de traslado de cuotas debido a un percance personal. El asesor le ofrece el traslado de cuotas para el crédito personal y vehicular, detallando las condiciones las cuales el cliente acepta explícitamente para iniciar la solicitud.",gemini-3.5-flash-lite
CONV_00000349,26,['desconexion_o_rebote'],[],[],1,10 de PERSONA_00000108,,100,colaborativo,neutral,False,"El cliente contacta al banco para gestionar sus obligaciones pendientes. Tras validar su identidad, el cliente se compromete a realizar el pago de sus dos tarjetas de crédito el día 10 del mes en curso a través de la aplicación móvil.",gemini-3.1-flash-lite
